species,symmetry_flag,height_index,agility_score,coordination_Y,diet_signal_2,diet_signal_1,limb_ratio_B,dance_style,metabolic_balance,limb_ratio_A,behavioral_switch,bone_density,power_index,ancestral_code,coordination_X
Vampire,False,99.39093,-0.37308,1.37605,-3.36603,10.57051,199.47038,Slängpolskorgris,-92.30501,-0.66745,0,-100.69501,446.60715,CLAN_10376,-2.02440
Vampire,False,101.03567,0.36625,-1.12718,-0.91496,11.86384,201.11073,Schottisgris,-94.61300,-0.68564,0,-97.89988,456.22839,CLAN_07616,0.63349
Vampire,True,98.81606,0.14984,2.37561,-1.39019,,198.88566,Hambogris,-91.78564,-0.65315,1,-96.33626,445.91219,CLAN_07521,0.18881
Student,False,101.06331,-0.38048,-0.04630,2.26088,9.96089,201.09948,Schottisgris,-90.51788,-0.68724,1,-100.39458,455.11924,CLAN_09363,0.49998
Student,True,100.36371,0.73104,-0.79534,0.80699,10.91263,200.40898,Polkagris,-92.07409,-0.68741,0,-101.14639,451.24533,CLAN_04908,0.08979
Student,False,98.84856,1.18861,-0.68101,1.50099,12.29732,198.88666,Hambogris,-90.18788,-0.67684,1,-96.86835,445.80863,CLAN_02777,-0.57077
Giant,True,100.01419,0.49105,-0.61719,3.54794,8.91743,200.05987,Polkagris,-91.20296,-0.69865,0,-106.06593,447.03796,CLAN_04005,0.06850
Giant,False,99.92042,-0.57791,-1.89080,-0.73320,11.31913,199.97935,Slängpolskorgris,-92.49492,-0.68047,0,-94.24354,452.48032,CLAN_06134,-1.98775
Giant,True,100.31527,0.73091,1.67020,-1.13015,13.67200,200.40172,Polkagris,-92.00810,-0.63556,0,-102.24250,450.45510,CLAN_02582,1.03546
Student,False,101.78936,0.34090,0.35646,-1.43315,11.40447,201.83047,Schottisgris,-90.44478,-0.70715,0,-105.30551,456.29404,CLAN_02515,-1.34065
Student,True,99.49670,-0.08984,1.10498,3.54096,12.70924,199.55179,Slängpolskorgris,-90.59796,-0.72075,0,-97.81464,448.57619,CLAN_03034,1.14893
Giant,False,99.79478,0.91256,1.67941,-0.23344,11.02553,199.84229,Slängpolskorgris,-90.65631,-0.70234,1,-104.89352,446.52712,CLAN_07752,2.19607
Student,False,99.55514,2.48883,0.82702,0.12313,10.55675,199.59913,Slängpolskorgris,-89.73309,-0.68376,1,-102.15905,446.69615,CLAN_06627,-0.60080
Vampire,False,100.21712,1.07989,2.15000,-3.11666,11.10494,200.28953,Polkagris,-93.92644,-0.68543,0,-101.65226,450.25945,CLAN_01060,-3.87615
Giant,True,100.64049,-0.31487,0.31176,0.24663,10.48253,200.68592,Polkagris,-93.08665,-0.70491,1,-102.91560,451.74467,CLAN_05819,0.32220
Vampire,True,101.15194,-0.36696,-1.47110,-3.67992,,201.22408,Schottisgris,-88.61051,-0.67946,1,-105.75066,452.88437,CLAN_09809,0.58547
Vampire,True,99.29389,-0.46174,0.93861,-0.95375,11.33727,199.36221,Slängpolskorgris,-92.35326,-0.66174,0,-101.47610,445.73139,CLAN_10652,1.90508
Student,True,100.67948,-0.38384,0.08506,2.46130,12.42716,200.74457,Polkagris,-92.19665,-0.69249,1,-101.21103,452.79186,CLAN_00970,0.85992
Vampire,True,100.97332,-0.60881,0.73808,-3.91745,,201.04186,Polkagris,-93.82165,-0.66560,1,-103.41036,453.16141,CLAN_08441,-0.12754
Student,False,101.26457,1.73410,0.34612,2.00834,10.45439,201.33031,Schottisgris,-92.92096,-0.70704,0,-100.83288,455.90640,CLAN_00335,-0.00749
Giant,False,100.97780,-1.38075,-1.11727,-1.36728,14.14643,201.06772,Polkagris,-92.12883,-0.64478,1,-96.23702,456.77048,CLAN_06370,-0.17201
Vampire,False,99.47252,0.15506,-0.35228,-2.75278,,199.54451,Slängpolskorgris,-89.84778,-0.65582,1,-101.03104,446.84710,CLAN_08251,2.39347
Vampire,True,100.19519,0.20078,2.10229,0.04430,,200.27376,Polkagris,-92.75740,-0.66994,0,-98.68323,451.63435,CLAN_08560,-0.66318
Vampire,True,98.81086,1.09344,-0.14566,-2.08553,,198.89637,Hambogris,-88.96951,-0.69289,1,-94.22179,446.94343,CLAN_03443,3.59413
Vampire,True,98.52013,-0.83727,1.96582,-2.34011,8.66302,198.59529,Hambogris,-89.36833,-0.67976,0,-92.52907,446.33611,CLAN_07952,1.47841
Student,False,99.65081,-0.12777,0.02390,2.84740,9.74496,199.69555,Slängpolskorgris,-90.30068,-0.67243,0,-102.16841,447.16985,CLAN_05806,0.17306
Student,False,100.52727,0.08113,0.07928,3.07126,10.89610,200.58960,Polkagris,-90.90192,-0.67594,0,-95.61926,454.82670,CLAN_03577,0.83491
Vampire,True,99.59976,0.44337,-2.90118,-0.39353,11.25080,199.67561,Slängpolskorgris,-90.63360,-0.67009,1,-100.37252,447.81256,CLAN_05548,1.14882
Giant,False,98.61329,-0.91132,1.31054,3.61372,8.64915,198.66315,Hambogris,-91.91954,-0.69114,0,-103.12038,441.50628,CLAN_10333,3.70707
Vampire,True,99.18926,0.22161,-0.55172,-3.68933,11.08483,199.25542,Slängpolskorgris,-92.62163,-0.66069,1,-100.70614,445.59322,CLAN_07102,-0.71860
Giant,True,100.29997,-0.09378,0.32128,1.15527,9.41083,200.38289,Polkagris,-89.78620,-0.64603,1,-101.86479,450.56747,CLAN_08686,-0.51692
Student,True,100.54682,-0.87067,-1.41212,0.21659,11.22694,200.58725,Polkagris,-90.29393,-0.70853,1,-97.20190,454.13317,CLAN_07405,-0.68159
Student,True,100.91969,1.54550,-0.78607,2.76990,9.57707,200.96891,Polkagris,-92.66481,-0.72750,0,-99.92045,454.63824,CLAN_07050,0.24638
Student,True,99.47973,-0.50950,-0.54245,1.93648,12.59033,199.55033,Slängpolskorgris,-90.15617,-0.70101,0,-102.87560,445.96085,CLAN_10671,-1.18456
Giant,False,100.48835,-0.22606,1.37677,-3.29636,9.77866,200.55881,Polkagris,-91.43987,-0.65487,1,-100.33909,452.27221,CLAN_02903,2.02362
Giant,False,101.40264,-0.22472,0.65643,0.35637,12.84959,201.47771,Schottisgris,-92.58801,-0.65597,1,-96.18576,458.92033,CLAN_04072,-0.55636
Student,False,98.95969,-0.19093,0.82383,3.23530,10.73880,198.99782,Hambogris,-89.62180,-0.69902,0,-97.12788,446.23450,CLAN_06726,-0.19589
Giant,False,98.92458,-1.58128,-2.18526,-0.79508,10.22093,198.98114,Hambogris,-89.16166,-0.68669,0,-101.35808,443.94385,CLAN_09053,-0.31027
Student,False,99.96850,0.34092,0.90027,-3.24102,11.18187,200.01408,Slängpolskorgris,-91.04778,-0.70506,1,-98.49052,450.59726,CLAN_04435,-0.28488
Student,False,99.88493,0.29036,0.59349,3.15581,10.53966,199.93507,Slängpolskorgris,-90.55104,-0.65728,1,-101.92107,448.46413,CLAN_07950,0.45075
Vampire,False,101.10412,-1.05323,-0.26141,0.41540,11.80725,201.18841,Schottisgris,-90.09424,-0.69412,1,-99.74458,455.64829,CLAN_06579,0.80092
Giant,False,99.78630,0.58869,2.91322,2.44174,9.66867,199.87092,Slängpolskorgris,-89.83690,-0.64133,1,-105.36962,446.24671,CLAN_08506,3.26676
Vampire,False,101.29006,-0.47873,2.96206,-1.28872,,201.36474,Schottisgris,-93.81299,-0.69010,1,-103.69231,454.60414,CLAN_01361,-0.38894
Vampire,True,99.82004,0.58458,-1.47120,-1.85535,11.27149,199.89777,Slängpolskorgris,-93.69778,-0.67732,1,-99.68217,449.25914,CLAN_08865,0.91856
Student,True,99.10006,-0.22477,1.11813,1.20872,10.55133,199.15063,Slängpolskorgris,-90.83046,-0.68551,0,-97.83018,446.58519,CLAN_04938,-0.22031
Student,True,100.06173,0.01371,-0.57120,3.10817,9.87252,200.12287,Polkagris,-87.78101,-0.69063,0,-94.30436,453.15648,CLAN_02268,-0.86186
Vampire,False,98.98634,-0.47421,2.80811,0.24136,,199.05705,Hambogris,-86.96852,-0.68242,0,-97.38984,446.23679,CLAN_10874,-0.66037
Giant,True,101.11947,1.27882,-0.00851,1.75664,9.28301,201.19301,Schottisgris,-92.19427,-0.66023,0,-100.59382,455.30044,CLAN_03797,0.87505
Vampire,True,99.63374,-0.17020,0.42928,-2.55794,,199.71997,Slängpolskorgris,-91.18741,-0.69159,0,-100.17188,448.08274,CLAN_01437,-0.80715
Giant,True,100.55324,0.48372,-0.28627,-1.27899,12.66677,200.60759,Polkagris,-93.23672,-0.67989,0,-100.18414,452.67413,CLAN_06589,-2.06410
Student,False,101.25817,-0.54982,-0.92667,4.87471,11.72004,201.29397,Schottisgris,-94.21635,-0.67762,1,-97.49322,457.54425,CLAN_10121,-0.61593
Vampire,False,99.86527,0.95489,0.25726,-3.84662,,199.94138,Slängpolskorgris,-88.97241,-0.67865,1,-95.06384,451.79442,CLAN_01467,-0.04280
Giant,True,98.61796,0.23889,1.35106,-1.79703,8.97444,198.67628,Hambogris,-90.44022,-0.67501,1,-97.50792,444.33582,CLAN_00349,2.02363
Giant,True,99.29145,-0.23727,1.58370,-1.64452,10.12009,199.36361,Slängpolskorgris,-90.01945,-0.66607,0,-99.11910,446.89769,CLAN_06807,0.51208
Vampire,True,99.99708,-0.04575,-2.38289,-2.29064,,200.07352,Polkagris,-90.20305,-0.68112,1,-98.86974,450.55054,CLAN_09369,2.23911
Student,True,99.51800,0.04113,0.82147,0.66506,10.45490,199.54940,Slängpolskorgris,-91.17343,-0.68342,1,-104.59771,445.29115,CLAN_10216,-1.43101
Student,False,99.34618,-0.82093,1.65994,2.86981,10.21801,199.41452,Slängpolskorgris,-89.68802,-0.68836,0,-100.14765,446.65710,CLAN_10427,-0.66522
Giant,True,99.11964,-0.40038,-2.62023,-0.36419,11.56117,199.17426,Slängpolskorgris,-89.51685,-0.67563,0,-103.26441,443.96600,CLAN_07088,2.09130
Vampire,True,99.89684,-0.69186,-0.00397,-1.91652,,199.96793,Slängpolskorgris,-90.27437,-0.68446,0,-100.55649,449.20595,CLAN_02530,1.69098
Vampire,True,101.61528,0.06817,1.03879,-2.26948,10.22421,201.68635,Schottisgris,-95.71570,-0.66883,0,-97.54049,459.30613,CLAN_06741,-0.69740
Student,True,99.07137,-0.05148,0.11638,-0.59614,11.13439,199.13515,Slängpolskorgris,-90.72083,-0.68918,0,-94.00686,448.35343,CLAN_04398,0.07074
Vampire,False,98.28244,-1.02597,-1.56751,-1.09781,11.60917,198.35848,Hambogris,-91.07946,-0.66203,0,-94.91637,443.95401,CLAN_06786,0.86603
Giant,True,101.01807,0.65771,-0.51307,0.00436,12.50001,201.07068,Schottisgris,-90.31799,-0.70464,0,-102.92068,453.63002,CLAN_08409,-0.45244
Student,True,99.68573,-0.27511,0.88692,3.30309,11.82331,199.75060,Slängpolskorgris,-89.44179,-0.70350,0,-101.18660,447.83537,CLAN_03362,-0.17245
Giant,True,98.08716,-0.13868,2.32584,-0.79847,14.27603,198.16572,Hambogris,-90.01644,-0.66918,0,-98.44829,441.21168,CLAN_06708,0.25635
Vampire,False,99.98011,-1.32116,2.19530,-1.92324,11.07202,200.06401,Slängpolskorgris,-91.09656,-0.68886,0,-97.69560,451.05273,CLAN_06550,-3.56088
Giant,False,100.94726,-0.28674,-1.19092,-1.86431,11.33169,201.02101,Polkagris,-90.84415,-0.66259,1,-99.23593,455.11834,CLAN_09320,-1.12909
Student,False,100.34455,-0.35113,-0.16041,2.23213,11.13987,200.39524,Polkagris,-94.45133,-0.69460,1,-99.28077,452.08235,CLAN_06045,-0.06837
Giant,True,100.84790,-0.21781,1.00358,0.91578,12.96111,200.93313,Polkagris,-92.73110,-0.65826,1,-105.03456,451.72222,CLAN_03794,0.68474
Vampire,False,99.77042,-0.48734,0.68247,-2.88860,,199.83766,Slängpolskorgris,-91.71554,-0.66064,0,-97.23702,450.23360,CLAN_01323,-1.89638
Giant,True,100.73159,-0.21228,-1.76206,-0.25230,11.39529,200.79176,Polkagris,-93.82866,-0.67223,1,-101.27804,453.01894,CLAN_03350,-0.89237
Giant,True,101.88928,-0.71597,-2.80028,-1.04227,10.68326,201.97580,Schottisgris,-95.15990,-0.65815,1,-102.24716,458.32283,CLAN_00240,-1.87868
Giant,True,100.65652,-0.88353,-2.58697,1.26267,16.11311,200.73933,Polkagris,-91.04845,-0.65584,1,-102.36683,452.09921,CLAN_04611,-2.14916
Student,True,99.84546,-0.38804,0.31925,1.54698,9.31028,199.91378,Slängpolskorgris,-90.34002,-0.71520,0,-101.39555,448.52953,CLAN_09805,0.31861
Vampire,True,99.92383,0.14258,-0.84694,-1.85919,,200.00637,Slängpolskorgris,-87.18842,-0.68749,1,-98.96984,450.13423,CLAN_01728,2.30006
Student,False,100.28180,0.77905,0.51464,1.17144,11.77838,200.34373,Polkagris,-90.42300,-0.66977,0,-98.48093,452.16853,CLAN_01324,1.17432
Student,False,100.87418,0.70854,0.70874,3.84979,11.83549,200.91750,Polkagris,-90.60737,-0.67159,0,-102.08113,453.33035,CLAN_00148,-0.82124
Giant,False,99.08380,-0.57790,-0.33269,1.50900,9.86075,199.16001,Slängpolskorgris,-90.51880,-0.66793,0,-105.46934,442.68435,CLAN_09554,-0.44143
Giant,True,99.41903,-1.12307,-1.08586,-1.45850,11.10265,199.46807,Slängpolskorgris,-89.28619,-0.68527,0,-98.32994,447.93017,CLAN_08856,-0.25383
Student,False,98.56444,-1.13077,0.23264,2.09420,10.66482,198.60884,Hambogris,-90.59840,-0.67252,0,-100.22020,442.71208,CLAN_04010,-1.11838
Vampire,False,97.86649,-0.61214,0.60668,-2.66688,,197.93910,Hambogris,-86.33424,-0.67322,0,-93.34282,442.66104,CLAN_04055,0.15642
Giant,True,98.78680,-0.60124,1.65655,-2.20350,11.70192,198.83217,Hambogris,-89.05729,-0.68970,0,-97.20023,445.33388,CLAN_02989,0.02849
Student,True,98.34254,-2.08242,-0.61576,3.95905,10.70622,198.39631,Hambogris,-89.54956,-0.72658,0,-92.19648,445.61447,CLAN_07697,0.74431
Vampire,True,98.97509,1.65478,-0.37187,-3.19082,8.81081,199.05255,Hambogris,-94.43361,-0.68907,1,-97.86937,445.94078,CLAN_02054,0.79717
Student,True,99.76383,0.08517,-0.49794,2.98640,12.58763,199.81680,Slängpolskorgris,-91.30858,-0.71502,1,-99.09060,449.27383,CLAN_01143,1.03232
Vampire,False,99.71766,-0.72905,-0.41182,-0.93320,,199.79505,Slängpolskorgris,-92.35175,-0.68418,0,-97.77987,449.69836,CLAN_00231,0.30212
Giant,True,101.19271,0.34454,-1.98905,0.49161,9.79891,201.25431,Schottisgris,-88.73704,-0.69261,0,-106.62565,452.65071,CLAN_09042,0.23035
Student,False,100.50447,0.39791,0.11100,2.04075,9.29049,200.57626,Polkagris,-90.45927,-0.71028,0,-107.71009,448.66732,CLAN_04191,1.33669
Student,True,97.61901,-0.24058,-0.75233,4.30412,10.41235,197.65622,Hambogris,-86.42406,-0.69943,0,-96.07588,440.05710,CLAN_03186,0.66458
Vampire,False,99.19046,0.21245,-0.54471,-1.70089,,199.26026,Slängpolskorgris,-89.68082,-0.66838,1,-100.78298,445.56081,CLAN_09375,0.22123
Giant,True,99.68970,0.71332,-0.13098,-0.03513,11.20944,199.77058,Slängpolskorgris,-89.33170,-0.65889,1,-102.78345,447.05679,CLAN_00567,-1.41264
Student,False,100.41972,0.23851,-0.23600,3.23000,10.96273,200.46311,Polkagris,-90.92776,-0.72304,0,-101.36219,451.41752,CLAN_10082,1.23303
Giant,False,97.44494,-1.68673,-2.54712,0.33867,9.38620,197.49775,Hambogris,-85.31052,-0.69721,0,-95.41192,439.51873,CLAN_04574,-2.44392
Student,False,100.47920,0.54351,-0.74081,3.58401,12.54769,200.53349,Polkagris,-93.70790,-0.70935,0,-102.77990,451.00607,CLAN_08764,1.04600
Vampire,True,98.09611,0.29119,1.14532,-2.10467,,198.17918,Hambogris,-88.37601,-0.67423,1,-92.70041,444.13034,CLAN_06449,0.95028
Vampire,True,100.92772,0.76655,-0.95181,-2.26299,9.32268,201.00800,Polkagris,-89.77676,-0.69067,0,-100.44141,454.41791,CLAN_00070,1.34043
Vampire,False,101.43340,1.00792,-0.80105,0.42301,11.24596,201.50702,Schottisgris,-92.51929,-0.67204,0,-95.98738,459.17330,CLAN_07895,0.01728
Giant,True,99.96259,-0.06449,0.24280,-2.07611,11.81715,200.03545,Slängpolskorgris,-88.25431,-0.66226,0,-99.98265,449.82165,CLAN_04163,1.47060
Student,True,99.86514,0.29601,-0.48592,3.58734,11.48878,199.89788,Slängpolskorgris,-89.36018,-0.68601,1,-97.83341,450.40902,CLAN_08606,-0.41999
Giant,True,98.41811,0.69494,1.48843,0.34300,12.20773,198.48115,Hambogris,-87.74680,-0.68335,1,-98.00816,443.08646,CLAN_05026,1.07392
Vampire,True,99.39012,-0.14840,1.49546,-0.99491,,199.47215,Slängpolskorgris,-91.47722,-0.69511,0,-101.74706,446.07708,CLAN_06037,-0.43099
Vampire,True,101.69347,1.25970,-0.13631,-0.06631,9.51509,201.77481,Schottisgris,-90.32736,-0.69819,0,-101.98371,457.47549,CLAN_01263,-1.33978
Student,False,98.66255,0.20871,-0.05858,2.51266,10.42733,198.69943,Hambogris,-87.72152,-0.67887,1,-96.14921,445.23814,CLAN_02867,0.38084
Vampire,False,98.96624,0.03653,0.94612,-3.25525,,199.05132,Hambogris,-90.32562,-0.68598,1,-104.47506,442.59366,CLAN_06206,-2.63272
Student,False,100.91735,0.95113,0.89495,1.06594,10.62532,200.97036,Polkagris,-92.08577,-0.72158,0,-104.22278,452.47534,CLAN_01023,0.58080
Giant,False,99.85859,-0.23423,1.03128,-2.28563,13.02819,199.90317,Slängpolskorgris,-90.47715,-0.70564,0,-104.07482,447.25553,CLAN_01443,2.03064
Giant,False,99.55664,0.10199,-1.64541,-0.07346,12.34672,199.60548,Slängpolskorgris,-91.12151,-0.69512,1,-99.11309,448.22666,CLAN_08225,-0.29460
Giant,True,99.66026,0.50616,-3.06513,-2.05559,12.04980,199.72172,Slängpolskorgris,-90.07482,-0.69390,1,-99.88502,448.35881,CLAN_04150,-3.72075
Student,False,99.65819,0.52248,0.52259,4.37933,11.41881,199.72268,Slängpolskorgris,-92.44443,-0.71784,1,-96.23320,450.17435,CLAN_06645,0.23356
Vampire,True,99.97143,0.26625,-0.16140,-2.89794,9.73745,200.04225,Slängpolskorgris,-90.18183,-0.67859,1,-101.28400,449.21514,CLAN_04867,0.44798
Giant,True,99.51003,-1.02218,1.80966,-0.92600,13.48957,199.57914,Slängpolskorgris,-88.80875,-0.65575,0,-101.04076,447.02976,CLAN_09637,-0.77831
Giant,False,99.09712,-0.97955,-3.06674,3.69552,8.00707,199.14087,Slängpolskorgris,-89.43074,-0.69921,0,-97.12765,446.92179,CLAN_10380,0.27432
Student,False,99.81072,-0.60854,0.30761,2.26333,10.60365,199.88144,Slängpolskorgris,-90.56867,-0.69137,0,-96.49641,450.80541,CLAN_05062,-0.80972
Vampire,True,101.05683,-0.23840,-0.70607,0.27087,11.60759,201.12789,Schottisgris,-93.95128,-0.67241,1,-100.37397,455.09719,CLAN_01459,1.11884
Student,False,100.47822,1.12168,0.40040,3.58028,9.80009,200.54549,Polkagris,-90.67371,-0.68547,0,-103.39111,450.69554,CLAN_10735,0.62625
Vampire,True,101.67570,1.40037,-1.01696,-3.80632,,201.74376,Schottisgris,-93.00271,-0.66178,0,-101.29258,457.73219,CLAN_07067,1.32906
Vampire,True,99.17734,-0.25351,1.65038,-3.06712,,199.25504,Slängpolskorgris,-89.14583,-0.66500,0,-97.73046,447.02146,CLAN_00693,-2.38723
Giant,False,101.42257,0.76297,-1.06192,-0.67939,9.36621,201.46358,Schottisgris,-93.92354,-0.69139,0,-102.46787,455.87891,CLAN_03170,-3.07183
Vampire,True,101.13432,1.31463,-0.26749,-5.08826,,201.20812,Schottisgris,-90.95296,-0.67858,0,-100.56346,455.38989,CLAN_01904,0.66966
Vampire,True,99.73587,0.70833,1.15089,-2.98810,10.65635,199.81357,Slängpolskorgris,-89.79901,-0.68956,1,-100.60961,448.37455,CLAN_03430,-0.20597
Vampire,False,99.61278,-0.40809,-1.18054,-4.26277,,199.68754,Slängpolskorgris,-90.22450,-0.65966,0,-98.31791,448.90496,CLAN_01638,-0.40289
Student,False,99.90700,-0.96306,0.87558,-3.08075,11.76739,199.95229,Slängpolskorgris,-89.68112,-0.66780,0,-101.26575,448.90214,CLAN_08913,0.71199
Giant,False,100.45069,-1.14735,1.95966,-1.19538,12.68449,200.50211,Polkagris,-89.82651,-0.67836,1,-101.82924,451.33885,CLAN_04907,0.49968
Student,True,100.86978,0.56472,-0.25977,3.70452,11.61144,200.93828,Polkagris,-93.52615,-0.69513,0,-102.84270,452.92753,CLAN_08798,-0.15119
Vampire,False,99.80009,0.37201,-0.54188,-2.80519,10.95936,199.88462,Slängpolskorgris,-90.61938,-0.68021,1,-101.98331,448.00880,CLAN_04475,0.41351
Giant,True,98.49390,0.77019,-0.13209,-3.59401,7.18585,198.58277,Hambogris,-87.87552,-0.63906,1,-104.63099,440.15400,CLAN_04703,-0.63901
Vampire,True,101.88942,0.81560,-2.38188,-0.25239,,201.96540,Schottisgris,-92.13923,-0.67872,0,-93.95020,462.47200,CLAN_08334,3.04014
Vampire,True,99.50144,-0.20875,2.84543,-1.89713,,199.58204,Slängpolskorgris,-90.58467,-0.67724,0,-98.77710,448.11864,CLAN_00308,-3.31574
Vampire,True,99.59762,-0.02735,1.30334,-1.63576,9.08694,199.67775,Slängpolskorgris,-89.85140,-0.70068,0,-104.07341,445.95141,CLAN_00118,1.15235
Vampire,True,98.06302,-1.12296,-3.79718,-3.24842,,198.14487,Hambogris,-88.37070,-0.66971,0,-94.28427,443.17294,CLAN_08934,1.89720
Giant,True,99.84539,-0.44918,0.79845,-1.23575,13.51254,199.89095,Slängpolskorgris,-91.31971,-0.69902,0,-97.06331,450.69528,CLAN_00430,1.56068
Giant,False,98.90843,-0.02717,-0.57772,-2.62016,9.72942,198.98114,Hambogris,-87.62883,-0.66785,0,-100.46760,444.30833,CLAN_08962,-0.94119
Student,True,99.56603,0.53583,-0.63681,1.91840,9.56858,199.60119,Slängpolskorgris,-90.58959,-0.68140,1,-104.31652,445.67189,CLAN_07970,0.48094
Giant,True,100.03851,0.66573,-1.61602,-0.87282,12.07046,200.10859,Polkagris,-91.74741,-0.66353,0,-95.00122,452.69195,CLAN_07653,-1.04885
Vampire,True,99.59476,-0.06997,-0.75775,-2.28977,,199.67009,Slängpolskorgris,-87.92619,-0.69963,0,-98.52261,448.71251,CLAN_01252,-0.95502
Student,True,100.07147,0.47215,0.30041,-2.30745,11.55361,200.12764,Polkagris,-92.32669,-0.71707,0,-103.82917,448.44276,CLAN_05783,-0.00796
Vampire,False,100.28233,0.71426,1.45460,-1.95667,8.46975,200.35984,Polkagris,-89.40223,-0.69609,0,-101.08983,450.86672,CLAN_01123,0.21681
Student,True,100.47094,-0.69737,-0.69189,2.89982,11.44882,200.54143,Polkagris,-90.28823,-0.68662,1,-101.40756,451.65092,CLAN_02384,0.23038
Giant,True,100.52384,-0.50225,1.03299,-0.87293,10.00980,200.58260,Polkagris,-92.40532,-0.67786,1,-96.43978,454.39933,CLAN_00987,-1.41600
Vampire,True,97.89781,-0.70509,-1.86156,-0.22297,,197.98356,Hambogris,-88.13328,-0.69170,0,-102.14965,438.41420,CLAN_10085,1.70760
Vampire,False,99.50945,-1.31025,-0.51550,-2.47460,,199.58066,Slängpolskorgris,-90.86688,-0.65969,0,-95.54136,449.77658,CLAN_07108,0.76228
Student,False,99.63172,0.25537,-1.16788,1.48805,11.89435,199.69190,Slängpolskorgris,-87.86557,-0.69026,1,-97.39691,449.46015,CLAN_00345,-1.05580
Giant,True,98.92970,-0.11893,-0.67587,1.10813,14.19618,199.00184,Hambogris,-92.16951,-0.67365,0,-95.01533,447.14084,CLAN_04751,0.20755
Student,True,100.38517,0.80546,0.07096,0.67136,9.06730,200.44254,Polkagris,-89.46599,-0.64579,0,-101.35733,451.24718,CLAN_08930,0.36430
Giant,True,99.24932,-0.70686,3.24711,3.86994,8.31279,199.33738,Slängpolskorgris,-88.54968,-0.64381,0,-102.60680,444.94319,CLAN_04509,0.99054
Vampire,True,101.76132,0.05476,-0.55390,-0.89780,,201.83127,Schottisgris,-91.50442,-0.65344,0,-101.83838,457.88742,CLAN_09629,-0.06636
Vampire,True,99.19998,0.45464,1.29008,-2.07756,10.54358,199.27348,Slängpolskorgris,-89.84413,-0.65227,1,-98.30289,446.84846,CLAN_07702,-3.10363
Student,False,100.24325,0.19994,0.94997,4.31324,10.18225,200.30564,Polkagris,-89.79410,-0.65972,0,-103.61084,449.41081,CLAN_05614,-0.32991
Student,True,99.94379,-0.75130,0.94145,3.91314,11.61145,199.98804,Slängpolskorgris,-89.62851,-0.70127,0,-97.99034,450.72380,CLAN_07210,-1.01122
Student,True,99.91326,-0.17520,0.44078,1.52333,12.36713,199.95900,Slängpolskorgris,-89.68776,-0.68756,0,-93.55882,452.78687,CLAN_03469,-0.65443
Giant,False,99.84785,-0.00257,-1.41329,0.22505,11.67756,199.91877,Slängpolskorgris,-90.90086,-0.65458,0,-98.77124,449.85362,CLAN_07900,-2.88875
Vampire,True,98.40332,-0.37156,0.12042,-1.15951,11.14534,198.46833,Hambogris,-89.50639,-0.66595,0,-98.13885,442.94719,CLAN_10353,1.30643
Student,True,98.63930,0.45744,0.57977,2.31935,13.08819,198.67630,Hambogris,-88.16026,-0.69508,1,-95.28105,445.55598,CLAN_10584,0.36939
Vampire,True,101.01370,-0.66190,2.10118,-3.74705,11.06558,201.08249,Schottisgris,-92.66544,-0.66056,1,-96.51987,456.80858,CLAN_06198,-4.60859
Student,False,101.74955,0.49697,-0.46682,1.35867,11.94229,201.78035,Schottisgris,-92.15790,-0.68118,0,-103.41419,457.04066,CLAN_05622,-0.20296
Vampire,False,98.22626,-0.91279,1.07870,-2.52330,,198.31129,Hambogris,-90.76947,-0.68310,0,-97.43182,442.41540,CLAN_09172,0.95198
Vampire,False,100.48314,0.55909,0.47375,-0.87130,,200.56531,Polkagris,-92.40876,-0.67431,0,-101.65691,451.58727,CLAN_05195,0.08368
Student,True,101.23505,0.55485,0.64133,2.32915,10.98946,201.29087,Schottisgris,-92.05737,-0.70277,0,-104.22935,454.06058,CLAN_04446,-1.11355
Student,True,98.73719,0.06077,-0.80668,2.13370,10.82947,198.79880,Hambogris,-89.32727,-0.70669,1,-95.67016,445.85086,CLAN_05183,-0.98994
Student,True,100.88173,-0.66570,0.57793,1.95592,10.22059,200.94759,Polkagris,-91.43524,-0.70329,1,-92.62252,458.09738,CLAN_05347,-1.16349
Giant,False,98.22959,-0.38480,2.69248,-1.69124,10.47639,198.31131,Hambogris,-89.02171,-0.64585,0,-99.57229,441.36180,CLAN_00785,1.89718
Giant,False,100.27923,0.37146,-1.92052,1.02561,13.17334,200.32716,Polkagris,-89.67345,-0.69568,0,-96.75426,453.01904,CLAN_08753,1.02103
Vampire,False,99.79047,-0.32037,2.67807,-3.29005,12.38360,199.86649,Slängpolskorgris,-89.57528,-0.67383,0,-98.55594,449.67438,CLAN_05817,-1.28807
Vampire,False,99.17909,-0.77825,2.29257,0.96492,10.72014,199.25018,Slängpolskorgris,-89.16425,-0.67516,0,-97.75189,447.01950,CLAN_04762,-1.73566
Student,True,100.69026,0.69404,-0.02552,3.33639,10.53294,200.75835,Polkagris,-89.77115,-0.69591,0,-100.81623,453.04316,CLAN_06458,0.11205
Giant,True,99.83881,0.52224,1.02036,-2.75696,8.61774,199.88415,Slängpolskorgris,-88.13859,-0.70671,1,-96.75185,450.81811,CLAN_02740,-0.44028
Giant,False,99.60179,-0.72472,0.30682,1.93032,9.19018,199.67210,Slängpolskorgris,-87.88143,-0.66241,0,-102.51313,446.75238,CLAN_05034,3.62554
